n_segment	n_vert	x	y	z	density	class	flag
350	3	8.24	15.91	4.09	1780.793	1	NaN
350	4	8.25	15.98	4.08	1780.793	1	NaN
350	5	8.26	16.04	4.06	1780.793	1	NaN
350	6	8.27	16.11	4.05	1780.793	1	NaN
350	7	8.27	16.17	4.04	1780.793	1	NaN
350	8	8.25	16.24	4.04	1780.793	1	NaN
350	9	8.24	16.3	4.04	1780.793	1	NaN
350	10	8.23	16.41	4.03	1780.793	1	NaN
351	1	8.67	15.76	4.22	1260.08333333333	1	NaN
351	2	8.7	15.9	4.24	1260.08333333333	1	NaN
351	3	8.71	15.97	4.22	1260.08333333333	1	NaN
351	4	8.72	16.03	4.18	1260.08333333333	1	NaN
351	5	8.73	16.1	4.16	1260.08333333333	1	NaN
351	6	8.75	16.16	4.16	1260.08333333333	1	NaN
351	7	8.77	16.22	4.16	1260.08333333333	1	NaN
351	8	8.78	16.29	4.16	1260.08333333333	1	NaN
351	9	8.79	16.35	4.17	1260.08333333333	1	NaN
351	10	8.79	16.42	4.16	1260.08333333333	1	NaN
351	11	8.78	16.49	4.13	1260.08333333333	1	NaN
351	12	8.76	16.61	4.07	1260.08333333333	1	NaN
352	1	8.67	15.76	4.22	1360.95125	1	NaN
352	2	8.71	15.65	4.19	1360.95125	1	NaN
352	3	8.75	15.59	4.2	1360.95125	1	NaN
352	4	8.79	15.54	4.22	1360.95125	1	NaN
352	5	8.85	15.5	4.24	1360.95125	1	NaN
352	6	8.9	15.47	4.27	1360.95125	1	NaN
352	7	8.96	15.43	4.3	1360.95125	1	NaN
352	8	9	15.32	4.38	1360.95125	1	NaN
353	1	8	9.96	4.81	620.976	1	NaN
353	2	8.05	10	4.8	620.976	1	NaN
353	3	8.09	10.05	4.78	620.976	1	NaN
353	4	8.14	10.1	4.77	620.976	1	NaN
353	5	8.17	10.15	4.75	620.976	1	NaN
353	6	8.2	10.21	4.73	620.976	1	NaN
353	7	8.22	10.27	4.69	620.976	1	NaN
353	8	8.24	10.33	4.64	620.976	1	NaN
353	9	8.26	10.39	4.57	620.976	1	NaN
353	10	8.4	10.41	4.35	620.976	1	NaN
354	1	8.4	10.41	4.35	1485.727	1	NaN
354	2	8.44	10.55	4.35	1485.727	1	NaN
354	3	8.48	10.59	4.33	1485.727	1	NaN
354	4	8.52	10.65	4.32	1485.727	1	NaN
354	5	8.54	10.71	4.32	1485.727	1	NaN
354	6	8.56	10.77	4.32	1485.727	1	NaN
354	7	8.58	10.84	4.34	1485.727	1	NaN
354	8	8.58	10.9	4.38	1485.727	1	NaN
354	9	8.58	10.96	4.42	1485.727	1	NaN
354	10	8.61	11.08	4.47	1485.727	1	NaN
355	1	8.61	11.08	4.47	1837.59	1	NaN
355	2	8.69	11.2	4.43	1837.59	1	NaN
355	3	8.72	11.25	4.42	1837.59	1	NaN
355	4	8.76	11.31	4.43	1837.59	1	NaN
355	5	8.79	11.37	4.45	1837.59	1	NaN
355	6	8.81	11.43	4.47	1837.59	1	NaN
355	7	8.84	11.49	4.48	1837.59	1	NaN
355	8	8.86	11.55	4.49	1837.59	1	NaN
355	9	9.01	11.73	4.53	1837.59	1	NaN
356	1	8.61	11.08	4.47	1274.85571428571	1	NaN
356	2	8.71	11.12	4.52	1274.85571428571	1	NaN
356	3	8.77	11.11	4.56	1274.85571428571	1	NaN
356	4	8.83	11.09	4.58	1274.85571428571	1	NaN
356	5	8.89	11.06	4.58	1274.85571428571	1	NaN
356	6	8.95	11.02	4.58	1274.85571428571	1	NaN
356	7	9	10.98	4.57	1274.85571428571	1	NaN
356	8	9.05	10.94	4.58	1274.85571428571	1	NaN
356	9	9.09	10.88	4.58	1274.85571428571	1	NaN
356	10	9.12	10.83	4.58	1274.85571428571	1	NaN
356	11	9.15	10.77	4.57	1274.85571428571	1	NaN
356	12	9.18	10.71	4.56	1274.85571428571	1	NaN
356	13	9.21	10.65	4.54	1274.85571428571	1	NaN
356	14	9.24	10.59	4.53	1274.85571428571	1	NaN
357	1	8.61	11.08	4.47	1588.0625	1	NaN
357	2	8.47	11.02	4.53	1588.0625	1	NaN
357	3	8.41	11	4.54	1588.0625	1	NaN
357	4	8.34	10.98	4.52	1588.0625	1	NaN
357	5	8.28	10.96	4.5	1588.0625	1	NaN
357	6	8.22	10.94	4.48	1588.0625	1	NaN
357	7	8.16	10.92	4.45	1588.0625	1	NaN
357	8	8.04	10.86	4.4	1588.0625	1	NaN
358	1	9.01	11.73	4.53	1481.97428571429	1	NaN
358	2	9.16	11.88	4.58	1481.97428571429	1	NaN
358	3	9.16	11.94	4.57	1481.97428571429	1	NaN
358	4	9.14	12.01	4.57	1481.97428571429	1	NaN
358	5	9.12	12.07	4.56	1481.97428571429	1	NaN
358	6	9.09	12.13	4.56	1481.97428571429	1	NaN
358	7	9.04	12.25	4.55	1481.97428571429	1	NaN
359	1	9.01	11.73	4.53	1697.165	1	NaN
359	2	9.28	11.85	4.63	1697.165	1	NaN
359	3	9.34	11.86	4.64	1697.165	1	NaN
359	4	9.41	11.86	4.65	1697.165	1	NaN
359	5	9.47	11.87	4.66	1697.165	1	NaN
359	6	9.66	12.03	4.72	1697.165	1	NaN
360	1	9.01	11.73	4.53	1073.40857142857	1	NaN
360	2	9.19	11.71	4.62	1073.40857142857	1	NaN
360	3	9.22	11.65	4.63	1073.40857142857	1	NaN
360	4	9.25	11.59	4.64	1073.40857142857	1	NaN
360	5	9.28	11.53	4.64	1073.40857142857	1	NaN
360	6	9.33	11.49	4.62	1073.40857142857	1	NaN
360	7	9.42	11.41	4.59	1073.40857142857	1	NaN
361	1	9.04	12.25	4.55	1164.835	1	NaN
361	2	9.05	12.38	4.55	1164.835	1	NaN
361	3	9.04	12.45	4.57	1164.835	1	NaN
361	4	9.03	12.51	4.6	1164.835	1	NaN
361	5	9.03	12.58	4.62	1164.835	1	NaN
361	6	9.03	12.72	4.63	1164.835	1	NaN
362	1	9.04	12.25	4.55	1373.928	1	NaN
362	2	8.92	12.24	4.6	1373.928	1	NaN
362	3	8.86	12.23	4.58	1373.928	1	NaN
362	4	8.79	12.22	4.55	1373.928	1	NaN
362	5	8.69	12.21	4.51	1373.928	1	NaN
363	1	9.03	12.72	4.63	1366.26555555556	1	NaN
363	2	8.91	12.83	4.61	1366.26555555556	1	NaN
363	3	8.87	12.88	4.6	1366.26555555556	1	NaN
363	4	8.83	12.94	4.59	1366.26555555556	1	NaN
363	5	8.79	12.99	4.59	1366.26555555556	1	NaN
363	6	8.76	13.05	4.59	1366.26555555556	1	NaN
363	7	8.73	13.11	4.59	1366.26555555556	1	NaN
363	8	8.7	13.17	4.59	1366.26555555556	1	NaN
363	9	8.61	13.26	4.53	1366.26555555556	1	NaN
364	1	9.03	12.72	4.63	1228.012	1	NaN
364	2	9.18	12.65	4.64	1228.012	1	NaN
364	3	9.24	12.62	4.64	1228.012	1	NaN
364	4	9.3	12.61	4.64	1228.012	1	NaN
364	5	9.43	12.56	4.66	1228.012	1	NaN
365	1	9.03	12.72	4.63	1259.8625	1	NaN
365	2	8.92	12.63	4.67	1259.8625	1	NaN
365	3	8.89	12.58	4.68	1259.8625	1	NaN
365	4	8.84	12.53	4.66	1259.8625	1	NaN
365	5	8.79	12.49	4.63	1259.8625	1	NaN
365	6	8.74	12.45	4.6	1259.8625	1	NaN
365	7	8.69	12.41	4.57	1259.8625	1	NaN
365	8	8.5	12.4	4.5	1259.8625	1	NaN
366	1	9.03	12.72	4.63	1008.27357142857	1	NaN
366	2	9.07	12.85	4.6	1008.27357142857	1	NaN
366	3	9.11	12.9	4.6	1008.27357142857	1	NaN
366	4	9.16	12.95	4.61	1008.27357142857	1	NaN
366	5	9.2	13	4.63	1008.27357142857	1	NaN
366	6	9.24	13.05	4.64	1008.27357142857	1	NaN
366	7	9.29	13.1	4.66	1008.27357142857	1	NaN
366	8	9.33	13.15	4.66	1008.27357142857	1	NaN
366	9	9.37	13.2	4.66	1008.27357142857	1	NaN
366	10	9.41	13.25	4.67	1008.27357142857	1	NaN
366	11	9.46	13.29	4.68	1008.27357142857	1	NaN
366	12	9.52	13.32	4.69	1008.27357142857	1	NaN
366	13	9.59	13.34	4.68	1008.27357142857	1	NaN
366	14	9.7	13.36	4.61	1008.27357142857	1	NaN
367	1	5.7	9.45	0.95	1811.65777777778	1	NaN
367	2	5.68	9.34	0.94	1811.65777777778	1	NaN
367	3	5.67	9.27	0.94	1811.65777777778	1	NaN
367	4	5.65	9.2	0.95	1811.65777777778	1	NaN
367	5	5.64	9.14	0.96	1811.65777777778	1	NaN
367	6	5.63	9.08	0.99	1811.65777777778	1	NaN
367	7	5.62	9.01	1.01	1811.65777777778	1	NaN
367	8	5.63	8.94	1.04	1811.65777777778	1	NaN
367	9	5.64	8.84	1.11	1811.65777777778	1	NaN
368	1	5.7	9.45	0.95	2052.87857142857	1	NaN
368	2	5.61	9.44	0.99	2052.87857142857	1	NaN
368	3	5.55	9.42	1.02	2052.87857142857	1	NaN
368	4	5.49	9.39	1.04	2052.87857142857	1	NaN
368	5	5.44	9.35	1.06	2052.87857142857	1	NaN
368	6	5.39	9.31	1.09	2052.87857142857	1	NaN
368	7	5.25	9.25	1.13	2052.87857142857	1	NaN
369	1	5.7	9.45	0.95	2283.388	1	NaN
369	2	5.79	9.51	0.92	2283.388	1	NaN
369	3	5.84	9.55	0.89	2283.388	1	NaN
369	4	5.9	9.58	0.88	2283.388	1	NaN
369	5	6.12	9.64	0.86	2283.388	1	NaN
370	1	5.64	8.84	1.11	2571.265	1	NaN
370	2	5.58	8.78	1.16	2571.265	1	NaN
370	3	5.52	8.75	1.19	2571.265	1	NaN
370	4	5.45	8.74	1.21	2571.265	1	NaN
370	5	5.39	8.72	1.23	2571.265	1	NaN
370	6	5.32	8.66	1.23	2571.265	1	NaN
371	1	5.64	8.84	1.11	3676.925	1	NaN
371	2	5.77	8.78	1.1	3676.925	1	NaN
371	3	5.83	8.76	1.09	3676.925	1	NaN
371	4	5.89	8.74	1.08	3676.925	1	NaN
371	5	5.95	8.72	1.08	3676.925	1	NaN
371	6	6.02	8.71	1.07	3676.925	1	NaN
371	7	6.08	8.69	1.06	3676.925	1	NaN
371	8	6.15	8.68	1.06	3676.925	1	NaN
371	9	6.21	8.66	1.07	3676.925	1	NaN
371	10	6.28	8.65	1.08	3676.925	1	NaN
371	11	6.34	8.65	1.09	3676.925	1	NaN
371	12	6.57	8.64	1.07	3676.925	1	NaN
372	1	5.64	8.84	1.11	2818.72125	1	NaN
372	2	5.54	8.9	1.13	2818.72125	1	NaN
372	3	5.48	8.94	1.14	2818.72125	1	NaN
372	4	5.43	8.99	1.14	2818.72125	1	NaN
372	5	5.39	9.03	1.13	2818.72125	1	NaN
372	6	5.35	9.09	1.13	2818.72125	1	NaN
372	7	5.31	9.14	1.12	2818.72125	1	NaN
372	8	5.25	9.25	1.13	2818.72125	1	NaN
373	1	5.32	8.66	1.23	2185.89571428571	1	NaN
373	2	5.38	8.58	1.21	2185.89571428571	1	NaN
373	3	5.44	8.55	1.2	2185.89571428571	1	NaN
373	4	5.5	8.52	1.2	2185.89571428571	1	NaN
373	5	5.55	8.48	1.2	2185.89571428571	1	NaN
373	6	5.61	8.46	1.2	2185.89571428571	1	NaN
373	7	5.79	8.39	1.15	2185.89571428571	1	NaN
374	1	5.23	8.66	1.24	3401.045	1	NaN
374	2	5.13	8.71	1.25	3401.045	1	NaN
374	3	5.07	8.73	1.26	3401.045	1	NaN
374	4	5	8.76	1.27	3401.045	1	NaN
374	5	4.94	8.79	1.28	3401.045	1	NaN
374	6	4.8	8.83	1.34	3401.045	1	NaN
375	1	5.23	8.66	1.24	2820.93555555556	1	NaN
375	2	5.13	8.6	1.26	2820.93555555556	1	NaN
375	3	5.08	8.55	1.28	2820.93555555556	1	NaN
375	4	5.03	8.51	1.32	2820.93555555556	1	NaN
375	5	4.98	8.47	1.35	2820.93555555556	1	NaN
375	6	4.93	8.43	1.37	2820.93555555556	1	NaN
375	7	4.88	8.39	1.39	2820.93555555556	1	NaN
375	8	4.83	8.35	1.41	2820.93555555556	1	NaN
375	9	4.73	8.27	1.44	2820.93555555556	1	NaN
376	1	4.8	8.83	1.34	1804.40111111111	1	NaN
376	2	4.63	8.89	1.41	1804.40111111111	1	NaN
376	3	4.58	8.93	1.44	1804.40111111111	1	NaN
376	4	4.52	8.95	1.48	1804.40111111111	1	NaN
376	5	4.46	8.97	1.51	1804.40111111111	1	NaN
376	6	4.39	8.98	1.53	1804.40111111111	1	NaN
376	7	4.33	9	1.54	1804.40111111111	1	NaN
376	8	4.26	9.01	1.54	1804.40111111111	1	NaN
376	9	4.14	9.04	1.62	1804.40111111111	1	NaN
377	1	4.8	8.83	1.34	2395.00125	1	NaN
377	2	4.7	8.77	1.42	2395.00125	1	NaN
377	3	4.64	8.74	1.46	2395.00125	1	NaN
377	4	4.58	8.71	1.5	2395.00125	1	NaN
377	5	4.53	8.67	1.54	2395.00125	1	NaN
377	6	4.48	8.64	1.57	2395.00125	1	NaN
377	7	4.42	8.61	1.61	2395.00125	1	NaN
377	8	4.24	8.47	1.71	2395.00125	1	NaN
378	1	4.8	8.83	1.34	2712.003	1	NaN
378	2	4.86	8.93	1.27	2712.003	1	NaN
378	3	4.85	8.99	1.25	2712.003	1	NaN
378	4	4.85	9.06	1.24	2712.003	1	NaN
378	5	4.86	9.12	1.23	2712.003	1	NaN
378	6	4.87	9.19	1.23	2712.003	1	NaN
378	7	4.89	9.25	1.22	2712.003	1	NaN
378	8	4.91	9.31	1.22	2712.003	1	NaN
378	9	4.92	9.38	1.21	2712.003	1	NaN
378	10	4.93	9.54	1.2	2712.003	1	NaN
379	1	4.14	9.04	1.62	1850.95333333333	1	NaN
379	2	4.04	8.95	1.73	1850.95333333333	1	NaN
379	3	3.99	8.84	1.84	1850.95333333333	1	NaN
380	1	4.14	9.04	1.62	1921.835	1	NaN
380	2	4.17	9.15	1.72	1921.835	1	NaN
380	3	4.2	9.21	1.75	1921.835	1	NaN
380	4	4.22	9.27	1.75	1921.835	1	NaN
380	5	4.24	9.34	1.73	1921.835	1	NaN
380	6	4.24	9.4	1.72	1921.835	1	NaN
380	7	4.24	9.47	1.73	1921.835	1	NaN
380	8	4.24	9.53	1.76	1921.835	1	NaN
380	9	4.24	9.6	1.8	1921.835	1	NaN
380	10	4.25	9.68	1.79	1921.835	1	NaN
381	1	3.99	8.84	1.84	1614.68333333333	1	NaN
381	2	3.91	8.74	1.92	1614.68333333333	1	NaN
381	3	3.81	8.69	1.95	1614.68333333333	1	NaN
382	1	3.99	8.84	1.84	1779.1125	1	NaN
382	2	3.89	8.92	1.78	1779.1125	1	NaN
382	3	3.83	8.94	1.76	1779.1125	1	NaN
382	4	3.64	8.95	1.72	1779.1125	1	NaN
383	1	3.99	8.84	1.84	2112.162	1	NaN
383	2	4.08	8.74	1.83	2112.162	1	NaN
383	3	4.13	8.7	1.78	2112.162	1	NaN
383	4	4.17	8.65	1.74	2112.162	1	NaN
383	5	4.24	8.47	1.71	2112.162	1	NaN
384	1	3.81	8.69	1.95	1456.65666666667	1	NaN
384	2	3.74	8.66	2.03	1456.65666666667	1	NaN
384	3	3.67	8.64	2.05	1456.65666666667	1	NaN
385	1	3.81	8.69	1.95	1298.445	1	NaN
385	2	3.79	8.59	1.86	1298.445	1	NaN
385	3	3.79	8.53	1.78	1298.445	1	NaN
385	4	3.78	8.48	1.68	1298.445	1	NaN
385	5	3.77	8.42	1.59	1298.445	1	NaN
385	6	3.76	8.36	1.51	1298.445	1	NaN
385	7	3.75	8.3	1.44	1298.445	1	NaN
385	8	3.74	8.24	1.39	1298.445	1	NaN
385	9	3.73	8.18	1.34	1298.445	1	NaN
385	10	3.71	8.12	1.28	1298.445	1	NaN
385	11	3.69	8.06	1.22	1298.445	1	NaN
385	12	3.68	8	1.15	1298.445	1	NaN
386	1	3.81	8.69	1.95	1537.0175	1	NaN
386	2	3.78	8.79	1.89	1537.0175	1	NaN
386	3	3.76	8.84	1.83	1537.0175	1	NaN
386	4	3.64	8.95	1.72	1537.0175	1	NaN
387	1	1.3	7.87	1.23	994.86	1	NaN
387	2	1.37	7.97	1.23	994.86	1	NaN
387	3	1.4	8.03	1.23	994.86	1	NaN
387	4	1.43	8.09	1.23	994.86	1	NaN
387	5	1.45	8.15	1.23	994.86	1	NaN
387	6	1.48	8.21	1.23	994.86	1	NaN
387	7	1.51	8.27	1.22	994.86	1	NaN
387	8	1.54	8.33	1.22	994.86	1	NaN
387	9	1.57	8.39	1.22	994.86	1	NaN
387	10	1.6	8.44	1.22	994.86	1	NaN
387	11	1.64	8.5	1.22	994.86	1	NaN
387	12	1.67	8.55	1.22	994.86	1	NaN
387	13	1.71	8.61	1.21	994.86	1	NaN
387	14	1.76	8.65	1.2	994.86	1	NaN
387	15	1.82	8.68	1.17	994.86	1	NaN
387	16	1.88	8.69	1.14	994.86	1	NaN
387	17	1.97	8.76	1.11	994.86	1	NaN
388	1	1.3	7.87	1.23	1181.77	1	NaN
388	2	1.36	7.76	1.23	1181.77	1	NaN
388	3	1.39	7.7	1.22	1181.77	1	NaN
388	4	1.45	7.58	1.19	1181.77	1	NaN
389	1	1.3	7.87	1.23	758.914347826087	1	NaN
389	2	1.2	7.96	1.22	758.914347826087	1	NaN
389	3	1.15	8.01	1.22	758.914347826087	1	NaN
389	4	1.12	8.06	1.22	758.914347826087	1	NaN
389	5	1.08	8.12	1.21	758.914347826087	1	NaN
389	6	1.04	8.17	1.21	758.914347826087	1	NaN
389	7	1.01	8.23	1.2	758.914347826087	1	NaN
389	8	0.98	8.29	1.19	758.914347826087	1	NaN
389	9	0.98	8.35	1.19	758.914347826087	1	NaN
389	10	1	8.41	1.19	758.914347826087	1	NaN
389	11	1.02	8.47	1.18	758.914347826087	1	NaN
389	12	1.05	8.53	1.17	758.914347826087	1	NaN
389	13	1.08	8.59	1.16	758.914347826087	1	NaN
389	14	1.11	8.65	1.16	758.914347826087	1	NaN
389	15	1.14	8.71	1.17	758.914347826087	1	NaN
389	16	1.17	8.76	1.19	758.914347826087	1	NaN
389	17	1.21	8.82	1.19	758.914347826087	1	NaN
389	18	1.23	8.88	1.2	758.914347826087	1	NaN
389	19	1.25	8.94	1.2	758.914347826087	1	NaN
389	20	1.29	9	1.2	758.914347826087	1	NaN
389	21	1.32	9.05	1.2	758.914347826087	1	NaN
389	22	1.35	9.11	1.2	758.914347826087	1	NaN
389	23	1.38	9.17	1.19	758.914347826087	1	NaN
390	1	1.97	8.76	1.11	2136.16809523809	1	NaN
390	2	2.05	8.87	1.11	2136.16809523809	1	NaN
390	3	2.1	8.92	1.1	2136.16809523809	1	NaN
390	4	2.15	8.96	1.08	2136.16809523809	1	NaN
390	5	2.2	9.01	1.06	2136.16809523809	1	NaN
390	6	2.24	9.05	1.04	2136.16809523809	1	NaN
390	7	2.28	9.1	1.02	2136.16809523809	1	NaN
390	8	2.32	9.16	0.99	2136.16809523809	1	NaN
390	9	2.35	9.22	0.96	2136.16809523809	1	NaN
390	10	2.38	9.27	0.93	2136.16809523809	1	NaN
390	11	2.42	9.33	0.9	2136.16809523809	1	NaN
390	12	2.46	9.38	0.88	2136.16809523809	1	NaN
390	13	2.5	9.43	0.85	2136.16809523809	1	NaN
390	14	2.54	9.48	0.82	2136.16809523809	1	NaN
390	15	2.57	9.53	0.79	2136.16809523809	1	NaN
390	16	2.61	9.59	0.75	2136.16809523809	1	NaN
390	17	2.64	9.65	0.72	2136.16809523809	1	NaN
390	18	2.66	9.71	0.69	2136.16809523809	1	NaN
390	19	2.68	9.77	0.69	2136.16809523809	1	NaN
390	20	2.7	9.83	0.7	2136.16809523809	1	NaN
390	21	2.72	9.96	0.74	2136.16809523809	1	NaN
391	1	1.97	8.76	1.11	2979.242	1	NaN
391	2	1.98	8.62	1.05	2979.242	1	NaN
391	3	2.01	8.56	1.02	2979.242	1	NaN
391	4	2.05	8.51	0.99	2979.242	1	NaN
391	5	2.12	8.4	0.91	2979.242	1	NaN
392	1	1.97	8.76	1.11	1143.57074074074	1	NaN
392	2	1.92	8.88	1.16	1143.57074074074	1	NaN
392	3	1.89	8.94	1.18	1143.57074074074	1	NaN
392	4	1.86	9	1.19	1143.57074074074	1	NaN
392	5	1.84	9.06	1.2	1143.57074074074	1	NaN
392	6	1.83	9.13	1.21	1143.57074074074	1	NaN
392	7	1.81	9.19	1.21	1143.57074074074	1	NaN
392	8	1.8	9.26	1.22	1143.57074074074	1	NaN
392	9	1.78	9.32	1.22	1143.57074074074	1	NaN
392	10	1.77	9.39	1.22	1143.57074074074	1	NaN
392	11	1.76	9.46	1.22	1143.57074074074	1	NaN
392	12	1.76	9.52	1.22	1143.57074074074	1	NaN
392	13	1.77	9.59	1.22	1143.57074074074	1	NaN
392	14	1.78	9.65	1.21	1143.57074074074	1	NaN
392	15	1.79	9.72	1.2	1143.57074074074	1	NaN
392	16	1.81	9.79	1.2	1143.57074074074	1	NaN
392	17	1.82	9.85	1.19	1143.57074074074	1	NaN
392	18	1.84	9.92	1.18	1143.57074074074	1	NaN
392	19	1.86	9.98	1.18	1143.57074074074	1	NaN
392	20	1.87	10.04	1.18	1143.57074074074	1	NaN
392	21	1.85	10.16	1.17	1143.57074074074	1	NaN
392	22	1.97	10.21	1.2	1143.57074074074	1	NaN
392	23	2.03	10.23	1.2	1143.57074074074	1	NaN
392	24	2.09	10.26	1.2	1143.57074074074	1	NaN
392	25	2.15	10.29	1.19	1143.57074074074	1	NaN
392	26	2.21	10.31	1.17	1143.57074074074	1	NaN
392	27	2.36	10.35	1.15	1143.57074074074	1	NaN
393	1	2.72	9.96	0.74	1895.8325	1	NaN
393	2	2.78	10.08	0.7	1895.8325	1	NaN
393	3	2.81	10.14	0.69	1895.8325	1	NaN
393	4	2.83	10.2	0.7	1895.8325	1	NaN
393	5	2.86	10.26	0.73	1895.8325	1	NaN
393	6	2.86	10.33	0.79	1895.8325	1	NaN
393	7	2.84	10.38	0.85	1895.8325	1	NaN
393	8	2.78	10.48	0.96	1895.8325	1	NaN
394	1	2.72	9.96	0.74	2068.16888888889	1	NaN
394	2	2.62	10	0.85	2068.16888888889	1	NaN
394	3	2.56	10.02	0.9	2068.16888888889	1	NaN
394	4	2.5	10.04	0.96	2068.16888888889	1	NaN
394	5	2.45	10.07	1	2068.16888888889	1	NaN
394	6	2.41	10.12	1.05	2068.16888888889	1	NaN
394	7	2.4	10.18	1.08	2068.16888888889	1	NaN
394	8	2.39	10.25	1.11	2068.16888888889	1	NaN
394	9	2.36	10.35	1.15	2068.16888888889	1	NaN
395	1	2.78	10.48	0.96	2713.198	1	NaN
395	2	2.66	10.43	1.03	2713.198	1	NaN
395	3	2.6	10.4	1.06	2713.198	1	NaN
395	4	2.53	10.38	1.09	2713.198	1	NaN
395	5	2.36	10.35	1.15	2713.198	1	NaN
396	1	2.78	10.48	0.96	2881.19714285714	1	NaN
396	2	2.88	10.57	0.93	2881.19714285714	1	NaN
396	3	2.93	10.61	0.92	2881.19714285714	1	NaN
396	4	2.98	10.65	0.9	2881.19714285714	1	NaN
396	5	3.02	10.7	0.89	2881.19714285714	1	NaN
396	6	3.07	10.74	0.88	2881.19714285714	1	NaN
396	7	3.21	10.8	0.81	2881.19714285714	1	NaN
397	1	15.82	5.86	3.61	1153.36	1	NaN
397	2	15.86	5.91	3.71	1153.36	1	NaN
397	3	15.88	5.96	3.79	1153.36	1	NaN
397	4	15.9	6.02	3.85	1153.36	1	NaN
397	5	15.93	6.08	3.89	1153.36	1	NaN
397	6	15.96	6.14	3.9	1153.36	1	NaN
397	7	15.99	6.19	3.87	1153.36	1	NaN
397	8	16.05	6.32	3.8	1153.36	1	NaN
398	1	15.82	5.86	3.61	1939.9475	1	NaN
398	2	15.7	5.92	3.62	1939.9475	1	NaN
398	3	15.64	5.95	3.61	1939.9475	1	NaN
398	4	15.54	6.02	3.58	1939.9475	1	NaN
399	1	16.05	6.32	3.8	1142.19909090909	1	NaN
399	2	16.09	6.43	3.72	1142.19909090909	1	NaN
399	3	16.08	6.49	3.7	1142.19909090909	1	NaN
399	4	16.07	6.56	3.69	1142.19909090909	1	NaN
399	5	16.06	6.62	3.68	1142.19909090909	1	NaN
399	6	16.07	6.69	3.69	1142.19909090909	1	NaN
399	7	16.1	6.75	3.68	1142.19909090909	1	NaN
399	8	16.14	6.79	3.66	1142.19909090909	1	NaN
399	9	16.19	6.83	3.63	1142.19909090909	1	NaN
399	10	16.24	6.88	3.59	1142.19909090909	1	NaN
399	11	16.2	7.13	3.6	1142.19909090909	1	NaN
400	1	16.05	6.32	3.8	1042.77111111111	1	NaN
400	2	15.89	6.31	3.87	1042.77111111111	1	NaN
400	3	15.82	6.32	3.88	1042.77111111111	1	NaN
400	4	15.76	6.34	3.87	1042.77111111111	1	NaN
400	5	15.7	6.34	3.87	1042.77111111111	1	NaN
400	6	15.63	6.35	3.85	1042.77111111111	1	NaN
400	7	15.57	6.36	3.8	1042.77111111111	1	NaN
400	8	15.51	6.37	3.74	1042.77111111111	1	NaN
400	9	15.35	6.37	3.67	1042.77111111111	1	NaN
401	1	16.05	6.32	3.8	837.18	1	NaN
401	2	16.2	6.39	3.84	837.18	1	NaN
401	3	16.26	6.4	3.87	837.18	1	NaN
401	4	16.33	6.42	3.88	837.18	1	NaN
401	5	16.39	6.44	3.86	837.18	1	NaN
401	6	16.45	6.47	3.84	837.18	1	NaN
401	7	16.5	6.5	3.8	837.18	1	NaN
401	8	16.55	6.54	3.76	837.18	1	NaN
401	9	16.6	6.58	3.71	837.18	1	NaN
401	10	16.65	6.61	3.65	837.18	1	NaN
401	11	16.74	6.68	3.53	837.18	1	NaN
402	1	16.2	7.13	3.6	2211.98583333333	1	NaN
402	2	16.12	7.37	3.6	2211.98583333333	1	NaN
402	3	16.13	7.43	3.6	2211.98583333333	1	NaN
402	4	16.15	7.5	3.6	2211.98583333333	1	NaN
402	5	16.18	7.56	3.6	2211.98583333333	1	NaN
402	6	16.21	7.62	3.61	2211.98583333333	1	NaN
402	7	16.24	7.67	3.63	2211.98583333333	1	NaN
402	8	16.28	7.73	3.63	2211.98583333333	1	NaN
402	9	16.32	7.78	3.63	2211.98583333333	1	NaN
402	10	16.36	7.83	3.64	2211.98583333333	1	NaN
402	11	16.4	7.88	3.64	2211.98583333333	1	NaN
402	12	16.38	8.03	3.69	2211.98583333333	1	NaN
403	1	16.2	7.13	3.6	896.554736842105	1	NaN
403	2	16.27	7.16	3.69	896.554736842105	1	NaN
403	3	16.33	7.16	3.76	896.554736842105	1	NaN
403	4	16.39	7.17	3.81	896.554736842105	1	NaN
403	5	16.45	7.2	3.85	896.554736842105	1	NaN
403	6	16.5	7.24	3.85	896.554736842105	1	NaN
403	7	16.55	7.28	3.84	896.554736842105	1	NaN
403	8	16.61	7.32	3.82	896.554736842105	1	NaN
403	9	16.66	7.35	3.8	896.554736842105	1	NaN
403	10	16.71	7.39	3.8	896.554736842105	1	NaN
403	11	16.77	7.42	3.81	896.554736842105	1	NaN
403	12	16.83	7.45	3.83	896.554736842105	1	NaN
403	13	16.88	7.48	3.86	896.554736842105	1	NaN
403	14	16.94	7.51	3.88	896.554736842105	1	NaN
403	15	17	7.54	3.86	896.554736842105	1	NaN
403	16	17.06	7.56	3.8	896.554736842105	1	NaN
403	17	17.11	7.59	3.71	896.554736842105	1	NaN
403	18	17.15	7.62	3.61	896.554736842105	1	NaN
403	19	17.23	7.68	3.46	896.554736842105	1	NaN
404	1	16.2	7.13	3.6	1480.89285714286	1	NaN
404	2	16.41	6.89	3.54	1480.89285714286	1	NaN
404	3	16.47	6.86	3.55	1480.89285714286	1	NaN
404	4	16.52	6.82	3.56	1480.89285714286	1	NaN
404	5	16.57	6.78	3.55	1480.89285714286	1	NaN
