n_segment	n_vert	x	y	z	density	class	flag
56	2	20.23	4.66	1.11	892.99875	1	NaN
56	3	20.27	4.72	1.11	892.99875	1	NaN
56	4	20.29	4.78	1.13	892.99875	1	NaN
56	5	20.3	4.84	1.15	892.99875	1	NaN
56	6	20.31	4.91	1.17	892.99875	1	NaN
56	7	20.31	4.97	1.19	892.99875	1	NaN
56	8	20.31	5.04	1.2	892.99875	1	NaN
57	1	20.06	4.49	1	1457.6364	1	NaN
57	2	20.12	4.7	1.18	1457.6364	1	NaN
57	3	20.09	4.76	1.2	1457.6364	1	NaN
57	4	20.05	4.81	1.2	1457.6364	1	NaN
57	5	20	4.85	1.21	1457.6364	1	NaN
57	6	19.94	4.88	1.21	1457.6364	1	NaN
57	7	19.89	4.91	1.23	1457.6364	1	NaN
57	8	19.84	4.95	1.27	1457.6364	1	NaN
57	9	19.81	5.01	1.31	1457.6364	1	NaN
57	10	19.78	5.07	1.34	1457.6364	1	NaN
57	11	19.76	5.13	1.35	1457.6364	1	NaN
57	12	19.73	5.19	1.36	1457.6364	1	NaN
57	13	19.71	5.25	1.37	1457.6364	1	NaN
57	14	19.68	5.31	1.37	1457.6364	1	NaN
57	15	19.65	5.37	1.37	1457.6364	1	NaN
57	16	19.62	5.42	1.37	1457.6364	1	NaN
57	17	19.59	5.48	1.37	1457.6364	1	NaN
57	18	19.56	5.54	1.38	1457.6364	1	NaN
57	19	19.53	5.6	1.39	1457.6364	1	NaN
57	20	19.52	5.66	1.39	1457.6364	1	NaN
57	21	19.53	5.72	1.39	1457.6364	1	NaN
57	22	19.54	5.79	1.39	1457.6364	1	NaN
57	23	19.56	5.85	1.38	1457.6364	1	NaN
57	24	19.59	5.91	1.35	1457.6364	1	NaN
57	25	19.64	6	1.25	1457.6364	1	NaN
58	1	20.06	4.49	1	848.618571428571	1	NaN
58	2	20.09	4.31	0.81	848.618571428571	1	NaN
58	3	20.14	4.27	0.79	848.618571428571	1	NaN
58	4	20.2	4.24	0.76	848.618571428571	1	NaN
58	5	20.25	4.21	0.72	848.618571428571	1	NaN
58	6	20.3	4.17	0.67	848.618571428571	1	NaN
58	7	20.34	4.13	0.61	848.618571428571	1	NaN
59	1	8.91	4.49	3.3	1410.03	1	NaN
59	2	8.95	4.58	3.27	1410.03	1	NaN
59	3	8.98	4.63	3.31	1410.03	1	NaN
59	4	9.01	4.69	3.37	1410.03	1	NaN
59	5	9.05	4.74	3.42	1410.03	1	NaN
59	6	9.16	4.87	3.44	1410.03	1	NaN
60	1	8.91	4.49	3.3	1149.8519047619	1	NaN
60	2	9.01	4.47	3.37	1149.8519047619	1	NaN
60	3	9.07	4.45	3.42	1149.8519047619	1	NaN
60	4	9.13	4.42	3.46	1149.8519047619	1	NaN
60	5	9.19	4.4	3.48	1149.8519047619	1	NaN
60	6	9.26	4.39	3.47	1149.8519047619	1	NaN
60	7	9.32	4.37	3.45	1149.8519047619	1	NaN
60	8	9.39	4.36	3.45	1149.8519047619	1	NaN
60	9	9.45	4.35	3.44	1149.8519047619	1	NaN
60	10	9.52	4.34	3.44	1149.8519047619	1	NaN
60	11	9.58	4.33	3.43	1149.8519047619	1	NaN
60	12	9.64	4.3	3.43	1149.8519047619	1	NaN
60	13	9.71	4.29	3.43	1149.8519047619	1	NaN
60	14	9.77	4.28	3.43	1149.8519047619	1	NaN
60	15	9.84	4.27	3.42	1149.8519047619	1	NaN
60	16	9.9	4.27	3.4	1149.8519047619	1	NaN
60	17	9.97	4.28	3.37	1149.8519047619	1	NaN
60	18	10.03	4.29	3.36	1149.8519047619	1	NaN
60	19	10.1	4.3	3.35	1149.8519047619	1	NaN
60	20	10.16	4.32	3.34	1149.8519047619	1	NaN
60	21	10.25	4.34	3.32	1149.8519047619	1	NaN
61	1	9.16	4.87	3.44	1933.87714285714	1	NaN
61	2	9.24	5.01	3.36	1933.87714285714	1	NaN
61	3	9.26	5.07	3.36	1933.87714285714	1	NaN
61	4	9.28	5.14	3.36	1933.87714285714	1	NaN
61	5	9.29	5.2	3.37	1933.87714285714	1	NaN
61	6	9.3	5.27	3.37	1933.87714285714	1	NaN
61	7	9.32	5.4	3.36	1933.87714285714	1	NaN
62	1	9.16	4.87	3.44	1350.326	1	NaN
62	2	9.04	4.88	3.49	1350.326	1	NaN
62	3	8.98	4.89	3.52	1350.326	1	NaN
62	4	8.91	4.9	3.54	1350.326	1	NaN
62	5	8.85	4.92	3.56	1350.326	1	NaN
63	1	9.16	4.87	3.44	1426.55421052632	1	NaN
63	2	9.3	4.85	3.43	1426.55421052632	1	NaN
63	3	9.35	4.81	3.43	1426.55421052632	1	NaN
63	4	9.41	4.78	3.45	1426.55421052632	1	NaN
63	5	9.47	4.76	3.48	1426.55421052632	1	NaN
63	6	9.54	4.74	3.5	1426.55421052632	1	NaN
63	7	9.6	4.72	3.52	1426.55421052632	1	NaN
63	8	9.66	4.69	3.53	1426.55421052632	1	NaN
63	9	9.72	4.66	3.53	1426.55421052632	1	NaN
63	10	9.78	4.64	3.5	1426.55421052632	1	NaN
63	11	9.84	4.63	3.46	1426.55421052632	1	NaN
63	12	9.91	4.63	3.4	1426.55421052632	1	NaN
63	13	9.97	4.64	3.33	1426.55421052632	1	NaN
63	14	10.03	4.63	3.28	1426.55421052632	1	NaN
63	15	10.09	4.6	3.26	1426.55421052632	1	NaN
63	16	10.13	4.55	3.26	1426.55421052632	1	NaN
63	17	10.17	4.5	3.27	1426.55421052632	1	NaN
63	18	10.2	4.44	3.28	1426.55421052632	1	NaN
63	19	10.25	4.34	3.32	1426.55421052632	1	NaN
64	1	9.32	5.4	3.36	1623.449	1	NaN
64	2	9.31	5.53	3.45	1623.449	1	NaN
64	3	9.32	5.59	3.5	1623.449	1	NaN
64	4	9.33	5.66	3.54	1623.449	1	NaN
64	5	9.33	5.72	3.55	1623.449	1	NaN
64	6	9.32	5.79	3.56	1623.449	1	NaN
64	7	9.3	5.85	3.57	1623.449	1	NaN
64	8	9.27	5.91	3.59	1623.449	1	NaN
64	9	9.22	5.96	3.61	1623.449	1	NaN
64	10	9.11	6.05	3.65	1623.449	1	NaN
65	1	9.32	5.4	3.36	2322.41	1	NaN
65	2	9.2	5.43	3.35	2322.41	1	NaN
65	3	9.13	5.45	3.34	2322.41	1	NaN
65	4	9.07	5.47	3.34	2322.41	1	NaN
65	5	9	5.48	3.34	2322.41	1	NaN
65	6	8.94	5.5	3.34	2322.41	1	NaN
65	7	8.88	5.52	3.35	2322.41	1	NaN
65	8	8.82	5.55	3.35	2322.41	1	NaN
65	9	8.77	5.59	3.37	2322.41	1	NaN
65	10	8.67	5.68	3.39	2322.41	1	NaN
66	1	9.32	5.4	3.36	2552.956	1	NaN
66	2	9.45	5.35	3.33	2552.956	1	NaN
66	3	9.51	5.32	3.31	2552.956	1	NaN
66	4	9.56	5.29	3.29	2552.956	1	NaN
66	5	9.67	5.22	3.27	2552.956	1	NaN
67	1	9.11	6.05	3.65	1670.76333333333	1	NaN
67	2	8.95	6.15	3.65	1670.76333333333	1	NaN
67	3	8.78	6.26	3.67	1670.76333333333	1	NaN
68	1	9.11	6.05	3.65	1556.83888888889	1	NaN
68	2	8.96	6	3.72	1556.83888888889	1	NaN
68	3	8.91	5.97	3.75	1556.83888888889	1	NaN
68	4	8.86	5.92	3.76	1556.83888888889	1	NaN
68	5	8.81	5.87	3.73	1556.83888888889	1	NaN
68	6	8.77	5.82	3.68	1556.83888888889	1	NaN
68	7	8.73	5.78	3.6	1556.83888888889	1	NaN
68	8	8.69	5.73	3.5	1556.83888888889	1	NaN
68	9	8.67	5.68	3.39	1556.83888888889	1	NaN
69	1	9.11	6.05	3.65	1239.7625	1	NaN
69	2	9.28	6.07	3.74	1239.7625	1	NaN
69	3	9.34	6.1	3.8	1239.7625	1	NaN
69	4	9.39	6.15	3.85	1239.7625	1	NaN
69	5	9.44	6.19	3.88	1239.7625	1	NaN
69	6	9.48	6.24	3.86	1239.7625	1	NaN
69	7	9.54	6.28	3.82	1239.7625	1	NaN
69	8	9.65	6.31	3.71	1239.7625	1	NaN
70	1	8.78	6.26	3.67	1073.37222222222	1	NaN
70	2	8.64	6.39	3.69	1073.37222222222	1	NaN
70	3	8.62	6.45	3.71	1073.37222222222	1	NaN
70	4	8.59	6.51	3.73	1073.37222222222	1	NaN
70	5	8.57	6.57	3.74	1073.37222222222	1	NaN
70	6	8.54	6.63	3.76	1073.37222222222	1	NaN
70	7	8.5	6.69	3.79	1073.37222222222	1	NaN
70	8	8.47	6.74	3.82	1073.37222222222	1	NaN
70	9	8.39	6.83	3.81	1073.37222222222	1	NaN
71	1	8.78	6.26	3.67	1587.84	1	NaN
71	2	8.62	6.21	3.65	1587.84	1	NaN
71	3	8.51	6.14	3.57	1587.84	1	NaN
72	1	8.78	6.26	3.67	1435.92454545455	1	NaN
72	2	8.94	6.3	3.68	1435.92454545455	1	NaN
72	3	9	6.33	3.72	1435.92454545455	1	NaN
72	4	9.05	6.37	3.75	1435.92454545455	1	NaN
72	5	9.1	6.41	3.77	1435.92454545455	1	NaN
72	6	9.16	6.45	3.76	1435.92454545455	1	NaN
72	7	9.21	6.48	3.74	1435.92454545455	1	NaN
72	8	9.27	6.52	3.73	1435.92454545455	1	NaN
72	9	9.33	6.55	3.74	1435.92454545455	1	NaN
72	10	9.38	6.59	3.76	1435.92454545455	1	NaN
72	11	9.47	6.63	3.8	1435.92454545455	1	NaN
73	1	8.39	6.83	3.81	1388.4225	1	NaN
73	2	8.27	6.77	3.78	1388.4225	1	NaN
73	3	8.22	6.74	3.76	1388.4225	1	NaN
73	4	8.13	6.69	3.7	1388.4225	1	NaN
74	1	8.39	6.83	3.81	1569.47857142857	1	NaN
74	2	8.5	6.9	3.85	1569.47857142857	1	NaN
74	3	8.56	6.93	3.88	1569.47857142857	1	NaN
74	4	8.62	6.96	3.9	1569.47857142857	1	NaN
74	5	8.67	7	3.91	1569.47857142857	1	NaN
74	6	8.73	7.03	3.91	1569.47857142857	1	NaN
74	7	8.82	7.1	3.93	1569.47857142857	1	NaN
75	1	12.84	4.95	3.4	1910.80916666667	1	NaN
75	2	12.98	4.95	3.42	1910.80916666667	1	NaN
75	3	13.04	4.98	3.45	1910.80916666667	1	NaN
75	4	13.11	4.99	3.47	1910.80916666667	1	NaN
75	5	13.17	5.01	3.48	1910.80916666667	1	NaN
75	6	13.24	5.01	3.47	1910.80916666667	1	NaN
75	7	13.3	5.03	3.47	1910.80916666667	1	NaN
75	8	13.37	5.04	3.47	1910.80916666667	1	NaN
75	9	13.43	5.07	3.5	1910.80916666667	1	NaN
75	10	13.49	5.1	3.54	1910.80916666667	1	NaN
75	11	13.55	5.13	3.57	1910.80916666667	1	NaN
75	12	13.66	5.19	3.56	1910.80916666667	1	NaN
76	1	12.84	4.95	3.4	2665.65666666667	1	NaN
76	2	12.69	5.08	3.42	2665.65666666667	1	NaN
76	3	12.63	5.11	3.43	2665.65666666667	1	NaN
76	4	12.58	5.14	3.45	2665.65666666667	1	NaN
76	5	12.52	5.16	3.46	2665.65666666667	1	NaN
76	6	12.38	5.22	3.45	2665.65666666667	1	NaN
77	1	12.84	4.95	3.4	2478.2875	1	NaN
77	2	12.94	4.78	3.42	2478.2875	1	NaN
77	3	12.99	4.73	3.41	2478.2875	1	NaN
77	4	13.03	4.69	3.39	2478.2875	1	NaN
77	5	13.09	4.65	3.4	2478.2875	1	NaN
77	6	13.15	4.64	3.44	2478.2875	1	NaN
77	7	13.22	4.65	3.47	2478.2875	1	NaN
77	8	13.28	4.67	3.5	2478.2875	1	NaN
77	9	13.34	4.69	3.51	2478.2875	1	NaN
77	10	13.41	4.7	3.52	2478.2875	1	NaN
77	11	13.47	4.71	3.52	2478.2875	1	NaN
77	12	13.54	4.73	3.51	2478.2875	1	NaN
77	13	13.6	4.74	3.5	2478.2875	1	NaN
77	14	13.66	4.77	3.49	2478.2875	1	NaN
77	15	13.72	4.79	3.47	2478.2875	1	NaN
77	16	13.95	4.81	3.44	2478.2875	1	NaN
78	1	12.84	4.95	3.4	1380.07416666667	1	NaN
78	2	12.81	4.82	3.5	1380.07416666667	1	NaN
78	3	12.76	4.77	3.53	1380.07416666667	1	NaN
78	4	12.71	4.73	3.53	1380.07416666667	1	NaN
78	5	12.66	4.69	3.52	1380.07416666667	1	NaN
78	6	12.62	4.64	3.49	1380.07416666667	1	NaN
78	7	12.59	4.58	3.46	1380.07416666667	1	NaN
78	8	12.56	4.53	3.41	1380.07416666667	1	NaN
78	9	12.53	4.47	3.36	1380.07416666667	1	NaN
78	10	12.5	4.42	3.29	1380.07416666667	1	NaN
78	11	12.47	4.37	3.22	1380.07416666667	1	NaN
78	12	12.42	4.26	3.11	1380.07416666667	1	NaN
79	1	12.84	4.95	3.4	1898.10888888889	1	NaN
79	2	12.79	5.13	3.4	1898.10888888889	1	NaN
79	3	12.8	5.19	3.44	1898.10888888889	1	NaN
79	4	12.83	5.25	3.47	1898.10888888889	1	NaN
79	5	12.85	5.31	3.49	1898.10888888889	1	NaN
79	6	12.87	5.37	3.5	1898.10888888889	1	NaN
79	7	12.88	5.44	3.5	1898.10888888889	1	NaN
79	8	12.88	5.5	3.51	1898.10888888889	1	NaN
79	9	12.92	5.63	3.57	1898.10888888889	1	NaN
80	1	13.66	5.19	3.56	1926.96833333333	1	NaN
80	2	13.74	5.31	3.54	1926.96833333333	1	NaN
80	3	13.77	5.36	3.55	1926.96833333333	1	NaN
80	4	13.82	5.41	3.56	1926.96833333333	1	NaN
80	5	13.87	5.45	3.57	1926.96833333333	1	NaN
80	6	14.03	5.52	3.58	1926.96833333333	1	NaN
81	1	13.66	5.19	3.56	1907.41333333333	1	NaN
81	2	13.7	5.08	3.52	1907.41333333333	1	NaN
81	3	13.72	5.02	3.47	1907.41333333333	1	NaN
81	4	13.75	4.96	3.43	1907.41333333333	1	NaN
81	5	13.79	4.91	3.41	1907.41333333333	1	NaN
81	6	13.95	4.81	3.44	1907.41333333333	1	NaN
82	1	14.03	5.52	3.58	1236.4075	1	NaN
82	2	14.14	5.6	3.77	1236.4075	1	NaN
82	3	14.16	5.65	3.87	1236.4075	1	NaN
82	4	14.19	5.7	3.94	1236.4075	1	NaN
82	5	14.22	5.76	3.96	1236.4075	1	NaN
82	6	14.25	5.82	3.94	1236.4075	1	NaN
82	7	14.29	5.87	3.88	1236.4075	1	NaN
82	8	14.37	5.95	3.77	1236.4075	1	NaN
83	1	14.03	5.52	3.58	2044.65	1	NaN
83	2	13.89	5.6	3.53	2044.65	1	NaN
83	3	13.84	5.64	3.53	2044.65	1	NaN
83	4	13.72	5.71	3.56	2044.65	1	NaN
84	1	14.03	5.52	3.58	2092.009	1	NaN
84	2	14.19	5.49	3.58	2092.009	1	NaN
84	3	14.26	5.48	3.56	2092.009	1	NaN
84	4	14.32	5.48	3.55	2092.009	1	NaN
84	5	14.39	5.48	3.52	2092.009	1	NaN
84	6	14.45	5.49	3.5	2092.009	1	NaN
84	7	14.52	5.5	3.48	2092.009	1	NaN
84	8	14.58	5.51	3.48	2092.009	1	NaN
84	9	14.64	5.52	3.5	2092.009	1	NaN
84	10	14.83	5.5	3.51	2092.009	1	NaN
85	1	14.37	5.95	3.77	1433.30625	1	NaN
85	2	14.25	5.97	3.74	1433.30625	1	NaN
85	3	14.18	6	3.74	1433.30625	1	NaN
85	4	14.13	6.03	3.74	1433.30625	1	NaN
85	5	14.07	6.06	3.74	1433.30625	1	NaN
85	6	14.02	6.1	3.74	1433.30625	1	NaN
85	7	13.96	6.14	3.72	1433.30625	1	NaN
85	8	13.8	6.13	3.64	1433.30625	1	NaN
86	1	14.37	5.95	3.77	1371.10625	1	NaN
86	2	14.49	5.88	3.78	1371.10625	1	NaN
86	3	14.54	5.83	3.79	1371.10625	1	NaN
86	4	14.58	5.78	3.78	1371.10625	1	NaN
86	5	14.62	5.73	3.76	1371.10625	1	NaN
86	6	14.65	5.67	3.7	1371.10625	1	NaN
86	7	14.67	5.62	3.64	1371.10625	1	NaN
86	8	14.83	5.5	3.51	1371.10625	1	NaN
87	1	14.49	6.13	3.8	881.97	1	NaN
87	2	14.52	6.26	3.75	881.97	1	NaN
87	3	14.54	6.32	3.73	881.97	1	NaN
87	4	14.55	6.38	3.72	881.97	1	NaN
87	5	14.55	6.45	3.73	881.97	1	NaN
87	6	14.55	6.52	3.74	881.97	1	NaN
87	7	14.51	6.63	3.7	881.97	1	NaN
88	1	14.49	6.13	3.8	794.291666666667	1	NaN
88	2	14.6	6.15	3.94	794.291666666667	1	NaN
88	3	14.66	6.16	4	794.291666666667	1	NaN
88	4	14.72	6.17	4.05	794.291666666667	1	NaN
88	5	14.79	6.18	4.09	794.291666666667	1	NaN
88	6	14.85	6.19	4.1	794.291666666667	1	NaN
88	7	14.91	6.21	4.09	794.291666666667	1	NaN
88	8	14.98	6.23	4.05	794.291666666667	1	NaN
88	9	15.03	6.25	3.99	794.291666666667	1	NaN
88	10	15.09	6.27	3.91	794.291666666667	1	NaN
88	11	15.14	6.29	3.82	794.291666666667	1	NaN
88	12	15.35	6.37	3.67	794.291666666667	1	NaN
89	1	14.51	6.63	3.7	1502.3125	1	NaN
89	2	14.38	6.61	3.71	1502.3125	1	NaN
89	3	14.32	6.58	3.7	1502.3125	1	NaN
89	4	14.22	6.55	3.7	1502.3125	1	NaN
90	1	14.51	6.63	3.7	1569.51	1	NaN
90	2	14.64	6.67	3.68	1569.51	1	NaN
90	3	14.7	6.69	3.66	1569.51	1	NaN
90	4	14.76	6.7	3.63	1569.51	1	NaN
90	5	14.94	6.81	3.56	1569.51	1	NaN
91	1	6.14	5.46	2.2	1981.015	1	NaN
91	2	6.08	5.43	2.09	1981.015	1	NaN
91	3	6.07	5.38	1.99	1981.015	1	NaN
91	4	6.06	5.32	1.9	1981.015	1	NaN
91	5	6.08	5.26	1.84	1981.015	1	NaN
91	6	6.11	5.2	1.82	1981.015	1	NaN
91	7	6.15	5.15	1.84	1981.015	1	NaN
91	8	6.19	5.1	1.9	1981.015	1	NaN
91	9	6.23	5.05	1.96	1981.015	1	NaN
91	10	6.36	4.91	1.97	1981.015	1	NaN
92	1	6.14	5.46	2.2	2385.49714285714	1	NaN
92	2	6.26	5.34	2.17	2385.49714285714	1	NaN
92	3	6.28	5.28	2.15	2385.49714285714	1	NaN
92	4	6.29	5.21	2.14	2385.49714285714	1	NaN
92	5	6.29	5.15	2.12	2385.49714285714	1	NaN
92	6	6.29	5.08	2.1	2385.49714285714	1	NaN
92	7	6.36	4.91	1.97	2385.49714285714	1	NaN
93	1	6.14	5.46	2.2	2133.126	1	NaN
93	2	6.31	5.4	2.33	2133.126	1	NaN
93	3	6.37	5.4	2.44	2133.126	1	NaN
93	4	6.41	5.4	2.57	2133.126	1	NaN
93	5	6.48	5.38	2.72	2133.126	1	NaN
94	1	6.14	5.46	2.2	2717.85916666667	1	NaN
94	2	5.95	5.54	2.2	2717.85916666667	1	NaN
94	3	5.89	5.56	2.21	2717.85916666667	1	NaN
94	4	5.83	5.58	2.23	2717.85916666667	1	NaN
94	5	5.76	5.59	2.24	2717.85916666667	1	NaN
94	6	5.7	5.59	2.25	2717.85916666667	1	NaN
94	7	5.63	5.58	2.25	2717.85916666667	1	NaN
94	8	5.57	5.57	2.25	2717.85916666667	1	NaN
94	9	5.5	5.57	2.26	2717.85916666667	1	NaN
94	10	5.43	5.58	2.26	2717.85916666667	1	NaN
94	11	5.37	5.58	2.26	2717.85916666667	1	NaN
94	12	5.24	5.59	2.24	2717.85916666667	1	NaN
95	1	6.14	5.46	2.2	2119.44	1	NaN
95	2	6.08	5.53	2.29	2119.44	1	NaN
95	3	6.08	5.57	2.42	2119.44	1	NaN
95	4	6.09	5.61	2.57	2119.44	1	NaN
95	5	6.11	5.64	2.73	2119.44	1	NaN
95	6	6.12	5.67	2.89	2119.44	1	NaN
96	1	6.36	4.91	1.97	1480.75	1	NaN
96	2	6.49	4.78	2.1	1480.75	1	NaN
96	3	6.51	4.74	2.25	1480.75	1	NaN
96	4	6.53	4.7	2.39	1480.75	1	NaN
96	5	6.56	4.66	2.51	1480.75	1	NaN
96	6	6.6	4.63	2.61	1480.75	1	NaN
96	7	6.65	4.59	2.69	1480.75	1	NaN
96	8	6.71	4.57	2.76	1480.75	1	NaN
96	9	6.77	4.57	2.8	1480.75	1	NaN
96	10	6.83	4.59	2.84	1480.75	1	NaN
96	11	6.9	4.79	2.91	1480.75	1	NaN
97	1	6.36	4.91	1.97	1995.403	1	NaN
97	2	6.53	4.94	1.92	1995.403	1	NaN
97	3	6.58	4.98	1.94	1995.403	1	NaN
97	4	6.62	5.03	1.95	1995.403	1	NaN
97	5	6.67	5.07	1.97	1995.403	1	NaN
97	6	6.73	5.1	2	1995.403	1	NaN
97	7	6.8	5.09	2.04	1995.403	1	NaN
97	8	6.85	5.06	2.08	1995.403	1	NaN
97	9	6.91	5.03	2.11	1995.403	1	NaN
97	10	6.97	5	2.12	1995.403	1	NaN
98	1	6.36	4.91	1.97	1870.75818181818	1	NaN
98	2	6.25	4.94	2.2	1870.75818181818	1	NaN
98	3	6.21	4.95	2.34	1870.75818181818	1	NaN
98	4	6.16	4.96	2.47	1870.75818181818	1	NaN
98	5	6.11	4.98	2.58	1870.75818181818	1	NaN
98	6	6.07	5.02	2.67	1870.75818181818	1	NaN
98	7	6.03	5.06	2.77	1870.75818181818	1	NaN
98	8	6.01	5.1	2.89	1870.75818181818	1	NaN
98	9	5.99	5.15	3.02	1870.75818181818	1	NaN
98	10	5.97	5.19	3.15	1870.75818181818	1	NaN
98	11	5.96	5.28	3.28	1870.75818181818	1	NaN
99	1	6.36	4.91	1.97	920.327619047619	1	NaN
99	2	6.46	4.75	1.85	920.327619047619	1	NaN
99	3	6.47	4.7	1.74	920.327619047619	1	NaN
99	4	6.47	4.65	1.63	920.327619047619	1	NaN
99	5	6.47	4.59	1.57	920.327619047619	1	NaN
99	6	6.48	4.52	1.55	920.327619047619	1	NaN
99	7	6.49	4.45	1.56	920.327619047619	1	NaN
99	8	6.5	4.39	1.56	920.327619047619	1	NaN
99	9	6.51	4.32	1.56	920.327619047619	1	NaN
99	10	6.52	4.26	1.56	920.327619047619	1	NaN
99	11	6.52	4.14	1.55	920.327619047619	1	NaN
99	12	6.41	4.1	1.54	920.327619047619	1	NaN
99	13	6.34	4.08	1.53	920.327619047619	1	NaN
99	14	6.28	4.07	1.52	920.327619047619	1	NaN
99	15	6.21	4.06	1.51	920.327619047619	1	NaN
99	16	6.15	4.05	1.51	920.327619047619	1	NaN
99	17	6.08	4.03	1.51	920.327619047619	1	NaN
99	18	6.02	4.01	1.52	920.327619047619	1	NaN
99	19	5.96	4	1.52	920.327619047619	1	NaN
99	20	5.89	3.99	1.52	920.327619047619	1	NaN
99	21	5.82	3.99	1.51	920.327619047619	1	NaN
99	22	5.76	3.99	1.51	920.327619047619	1	NaN
99	23	5.69	3.99	1.51	920.327619047619	1	NaN
99	24	5.62	4	1.51	920.327619047619	1	NaN
99	25	5.56	4.02	1.51	920.327619047619	1	NaN
99	26	5.5	4.04	1.51	920.327619047619	1	NaN
99	27	5.43	4.05	1.51	920.327619047619	1	NaN
99	28	5.37	4.07	1.51	920.327619047619	1	NaN
99	29	5.3	4.08	1.5	920.327619047619	1	NaN
99	30	5.24	4.09	1.5	920.327619047619	1	NaN
99	31	5.17	4.1	1.5	920.327619047619	1	NaN
99	32	5.1	4.11	1.51	920.327619047619	1	NaN
99	33	5.04	4.11	1.51	920.327619047619	1	NaN
99	34	4.97	4.12	1.51	920.327619047619	1	NaN
99	35	4.91	4.11	1.51	920.327619047619	1	NaN
99	36	4.84	4.11	1.51	920.327619047619	1	NaN
99	37	4.77	4.1	1.51	920.327619047619	1	NaN
99	38	4.71	4.1	1.51	920.327619047619	1	NaN
99	39	4.64	4.1	1.52	920.327619047619	1	NaN
99	40	4.58	4.13	1.52	920.327619047619	1	NaN
99	41	4.52	4.16	1.53	920.327619047619	1	NaN
99	42	4.41	4.23	1.55	920.327619047619	1	NaN
100	1	6.9	4.79	2.91	1094.062	1	NaN
100	2	6.98	4.53	2.89	1094.062	1	NaN
100	3	7	4.47	2.92	1094.062	1	NaN
100	4	7.03	4.41	2.96	1094.062	1	NaN
100	5	7.08	4.36	3.02	1094.062	1	NaN
101	1	6.9	4.79	2.91	1800.582	1	NaN
101	2	6.8	5.08	2.85	1800.582	1	NaN
101	3	6.76	5.12	2.83	1800.582	1	NaN
101	4	6.71	5.17	2.82	1800.582	1	NaN
101	5	6.63	5.25	2.84	1800.582	1	NaN
102	1	7.64	5.1	3.03	1735.415	1	NaN
102	2	7.66	5.22	3.12	1735.415	1	NaN
102	3	7.67	5.29	3.18	1735.415	1	NaN
102	4	7.68	5.35	3.24	1735.415	1	NaN
102	5	7.68	5.41	3.28	1735.415	1	NaN
102	6	7.68	5.48	3.29	1735.415	1	NaN
102	7	7.68	5.55	3.28	1735.415	1	NaN
102	8	7.77	5.7	3.28	1735.415	1	NaN
103	1	10.34	16.33	1.21	1244.90416666667	1	NaN
103	2	10.3	16.48	1.06	1244.90416666667	1	NaN
103	3	10.26	16.53	0.96	1244.90416666667	1	NaN
103	4	10.24	16.58	0.87	1244.90416666667	1	NaN
103	5	10.21	16.64	0.82	1244.90416666667	1	NaN
103	6	10.19	16.7	0.8	1244.90416666667	1	NaN
103	7	10.17	16.76	0.82	1244.90416666667	1	NaN
103	8	10.15	16.82	0.87	1244.90416666667	1	NaN
103	9	10.11	16.88	0.93	1244.90416666667	1	NaN
103	10	10.07	16.92	0.99	1244.90416666667	1	NaN
103	11	10.02	16.96	1.06	1244.90416666667	1	NaN
103	12	9.96	17.24	1.2	1244.90416666667	1	NaN
104	1	10.34	16.33	1.21	1950.73666666667	1	NaN
104	2	10.21	16.25	1.09	1950.73666666667	1	NaN
104	3	10.14	16.25	1.06	1950.73666666667	1	NaN
104	4	10.08	16.24	1.07	1950.73666666667	1	NaN
104	5	10.01	16.24	1.1	1950.73666666667	1	NaN
104	6	9.88	16.28	1.12	1950.73666666667	1	NaN
105	1	10.34	16.33	1.21	3001.18333333333	1	NaN
105	2	10.33	16.14	1.23	3001.18333333333	1	NaN
105	3	10.33	16.08	1.22	3001.18333333333	1	NaN
105	4	10.33	16.01	1.21	3001.18333333333	1	NaN
105	5	10.32	15.95	1.21	3001.18333333333	1	NaN
105	6	10.3	15.89	1.2	3001.18333333333	1	NaN
106	1	10.34	16.33	1.21	2844.7225	1	NaN
106	2	10.46	16.48	1.23	2844.7225	1	NaN
106	3	10.51	16.53	1.23	2844.7225	1	NaN
106	4	10.59	16.62	1.24	2844.7225	1	NaN
107	1	9.96	17.24	1.2	1471.34173913043	1	NaN
107	2	9.95	17.24	1.01	1471.34173913043	1	NaN
107	3	9.92	17.21	0.86	1471.34173913043	1	NaN
107	4	9.9	17.16	0.74	1471.34173913043	1	NaN
107	5	9.89	17.1	0.66	1471.34173913043	1	NaN
107	6	9.87	17.04	0.61	1471.34173913043	1	NaN
107	7	9.84	16.98	0.58	1471.34173913043	1	NaN
107	8	9.82	16.92	0.56	1471.34173913043	1	NaN
107	9	9.79	16.86	0.55	1471.34173913043	1	NaN
107	10	9.77	16.8	0.54	1471.34173913043	1	NaN
107	11	9.74	16.74	0.54	1471.34173913043	1	NaN
107	12	9.72	16.68	0.54	1471.34173913043	1	NaN
107	13	9.68	16.62	0.56	1471.34173913043	1	NaN
107	14	9.64	16.57	0.59	1471.34173913043	1	NaN
107	15	9.6	16.52	0.63	1471.34173913043	1	NaN
107	16	9.56	16.47	0.68	1471.34173913043	1	NaN
107	17	9.53	16.42	0.71	1471.34173913043	1	NaN
107	18	9.51	16.35	0.7	1471.34173913043	1	NaN
107	19	9.5	16.29	0.69	1471.34173913043	1	NaN
